7.76054,8.40978,9.0538,9.69282,10.3271,10.9568,11.5821,12.2033,12.8206,13.4342,14.0443,14.6511,15.2548,15.8554,16.4532,17.0483,17.6408,18.2308,18.8185,19.4039,19.9872,20.5685,21.1478,21.7252,22.3008,22.8747,23.4469,24.0176,24.5867,25.1544,25.7207,26.2856,26.8492,27.4116,27.9728,28.5328,29.0918,29.6496,30.2065,30.7623,31.3172,31.8712,32.4243,32.9766,33.528,34.0787,34.6286,35.1777,35.7262,36.274,36.8211,37.3676,37.9135,38.4587,39.0035,39.5476,40.0913,40.6344,41.1771,41.7193,42.261,42.8023,43.3432,43.8837,44.4237,44.9634,45.5027,46.0417,46.5804,47.1187,47.6567,48.1944,48.7318,49.2689,49.8058,50.3424,50.8787,51.4148,51.9507,52.4863,53.0218,53.557,54.092,54.6269,55.1615,55.696,56.2303,56.7645,57.2985,57.8323,58.366,58.8996,59.4331,59.9664,60.4995,61.0326,61.5656,62.0984,62.6312,63.1638,63.6964,64.2289,64.7613,65.2936,65.8258,66.3579,66.89,67.422,67.954,68.4859,69.0177,69.5495,70.0812,70.6129,71.1445,71.6761,72.2076,72.7391,73.2705,73.8019,74.3333,74.8647,75.396,75.9273,76.4585,76.9897,77.5209,78.0521,78.5833,79.1144,79.6455,80.1766,80.7077,81.2388,81.7698,82.3009,82.8319,83.3629,83.8939,84.4249,84.9559,85.4869,86.0179,86.5488,87.0798,87.6107,88.1417,88.6726,89.2036,89.7345,90.2655,90.7964,91.3274,91.8583,92.3893,92.9202,93.4512,93.9821,94.5131,95.0441,95.5751,96.1061,96.6371,97.1681,97.6991,98.2302,98.7612,99.2923,99.8234,100.354,100.886,101.417,101.948,102.479,103.01,103.541,104.073,104.604,105.135,105.667,106.198,106.729,107.261,107.792,108.324,108.856,109.387,109.919,110.451,110.982,111.514,112.046,112.578,113.11,113.642,114.174,114.706,115.239,115.771,116.304,116.836,117.369,117.902,118.434,118.967,119.5,120.034,120.567,121.1,121.634,122.168,122.702,123.235,123.77,124.304,124.838,125.373,125.908,126.443,126.978,127.514,128.049,128.585,129.121,129.658,130.194,130.731,131.268,131.806,132.343,132.881,133.42,133.958,134.497,135.037,135.576,136.116,136.657,137.198,137.739,138.281,138.823,139.366,139.909,140.452,140.997,141.541,142.087,142.632,143.179,143.726,144.274,144.822,145.371,145.921,146.472,147.023,147.576,148.129,148.683,149.238,149.794,150.35,150.908,151.467,152.027,152.588,153.151,153.714,154.279,154.846,155.413,155.982,156.553,157.125,157.699,158.275,158.852,159.431,160.013,160.596,161.181,161.769,162.359,162.952,163.547,164.145,164.745,165.349,165.956,166.566,167.179,167.797,168.418,169.043,169.673,170.307,170.946,171.59,172.239,
8.05665,8.70298,9.34417,9.98044,10.612,11.2391,11.8619,12.4807,13.0956,13.7069,14.3147,14.9193,15.5209,16.1194,16.7152,17.3083,17.8988,18.4869,19.0728,19.6563,20.2378,20.8173,21.3948,21.9704,22.5443,23.1164,23.687,24.2559,24.8233,25.3893,25.9539,26.5172,27.0792,27.6399,28.1994,28.7578,29.3151,29.8714,30.4266,30.9808,31.534,32.0864,32.6379,33.1885,33.7383,34.2873,34.8356,35.3831,35.9299,36.476,37.0215,37.5663,38.1105,38.6541,39.1972,39.7397,40.2816,40.8231,41.364,41.9045,42.4445,42.9841,43.5232,44.062,44.6003,45.1382,45.6758,46.213,46.7499,47.2864,47.8226,48.3585,48.8941,49.4294,49.9644,50.4992,51.0337,51.5679,52.1019,52.6357,53.1693,53.7026,54.2358,54.7687,55.3015,55.834,56.3664,56.8986,57.4307,57.9626,58.4943,59.0259,59.5573,60.0887,60.6199,61.1509,61.6819,62.2127,62.7434,63.274,63.8046,64.335,64.8653,65.3955,65.9257,66.4558,66.9858,67.5157,68.0455,68.5753,69.105,69.6346,70.1642,70.6938,71.2232,71.7527,72.282,72.8114,73.3407,73.8699,74.3991,74.9283,75.4574,75.9865,76.5155,77.0446,77.5736,78.1025,78.6315,79.1604,79.6893,80.2182,80.747,81.2759,81.8047,82.3335,82.8623,83.3911,83.9198,84.4486,84.9773,85.506,86.0348,86.5635,87.0922,87.6209,88.1496,88.6783,89.207,89.7357,90.2643,90.793,91.3217,91.8504,92.3791,92.9078,93.4365,93.9652,94.494,95.0227,95.5514,96.0802,96.6089,97.1377,97.6665,98.1953,98.7241,99.253,99.7818,100.311,100.84,101.369,101.897,102.426,102.955,103.484,104.014,104.543,105.072,105.601,106.13,106.659,107.189,107.718,108.247,108.777,109.306,109.836,110.365,110.895,111.425,111.954,112.484,113.014,113.544,114.074,114.604,115.135,115.665,116.195,116.726,117.257,117.787,118.318,118.849,119.38,119.911,120.443,120.974,121.506,122.037,122.569,123.101,123.634,124.166,124.699,125.231,125.764,126.297,126.831,127.364,127.898,128.432,128.966,129.501,130.036,130.571,131.106,131.642,132.177,132.714,133.25,133.787,134.324,134.862,135.4,135.938,136.477,137.016,137.555,138.095,138.636,139.177,139.718,140.26,140.803,141.346,141.89,142.434,142.979,143.524,144.07,144.617,145.164,145.713,146.262,146.812,147.362,147.914,148.466,149.019,149.573,150.129,150.685,151.242,151.801,152.36,152.921,153.483,154.046,154.611,155.177,155.744,156.313,156.884,157.456,158.03,158.605,159.183,159.762,160.344,160.927,161.513,162.101,162.692,163.285,163.881,164.479,165.081,165.685,166.293,166.904,167.519,168.138,168.761,169.388,170.02,170.656,171.297,171.943,
8.34641,8.98991,9.62834,10.2619,10.8909,11.5154,12.1358,12.7521,13.3647,13.9738,14.5795,15.182,15.7814,16.3779,16.9717,17.5629,18.1515,18.7377,19.3217,19.9035,20.4832,21.0608,21.6366,22.2105,22.7827,23.3531,23.922,24.4892,25.055,25.6194,26.1823,26.7439,27.3043,27.8634,28.4213,28.9781,29.5338,30.0884,30.642,31.1946,31.7463,32.297,32.8469,33.3959,33.9441,34.4915,35.0381,35.584,36.1292,36.6737,37.2175,37.7607,38.3033,38.8453,39.3867,39.9275,40.4678,41.0076,41.5469,42.0857,42.624,43.1619,43.6993,44.2363,44.7729,45.3092,45.845,46.3805,46.9156,47.4504,47.9848,48.5189,49.0528,49.5863,50.1195,50.6525,51.1852,51.7176,52.2498,52.7817,53.3135,53.845,54.3762,54.9073,55.4382,55.9689,56.4994,57.0297,57.5598,58.0898,58.6196,59.1493,59.6788,60.2082,60.7374,61.2665,61.7955,62.3243,62.8531,63.3817,63.9102,64.4386,64.9669,65.4951,66.0233,66.5513,67.0792,67.6071,68.1349,68.6626,69.1903,69.7178,70.2453,70.7728,71.3002,71.8275,72.3548,72.882,73.4092,73.9363,74.4633,74.9904,75.5174,76.0443,76.5712,77.0981,77.625,78.1518,78.6786,79.2053,79.732,80.2588,80.7854,81.3121,81.8387,82.3654,82.892,83.4185,83.9451,84.4717,84.9982,85.5247,86.0513,86.5778,87.1043,87.6308,88.1573,88.6838,89.2103,89.7368,90.2632,90.7897,91.3162,91.8427,92.3692,92.8957,93.4222,93.9487,94.4753,95.0018,95.5283,96.0549,96.5815,97.108,97.6346,98.1613,98.6879,99.2146,99.7412,100.268,100.795,101.321,101.848,102.375,102.902,103.429,103.956,104.483,105.01,105.537,106.064,106.591,107.118,107.645,108.173,108.7,109.227,109.755,110.282,110.81,111.337,111.865,112.393,112.921,113.449,113.977,114.505,115.033,115.561,116.09,116.618,117.147,117.676,118.205,118.733,119.263,119.792,120.321,120.851,121.38,121.91,122.44,122.97,123.501,124.031,124.562,125.093,125.624,126.155,126.687,127.218,127.75,128.282,128.815,129.348,129.88,130.414,130.947,131.481,132.015,132.55,133.084,133.62,134.155,134.691,135.227,135.764,136.301,136.838,137.376,137.914,138.453,138.992,139.532,140.073,140.613,141.155,141.697,142.239,142.782,143.326,143.871,144.416,144.962,145.509,146.056,146.604,147.153,147.703,148.254,148.805,149.358,149.912,150.466,151.022,151.579,152.137,152.696,153.256,153.818,154.381,154.945,155.511,156.078,156.647,157.217,157.789,158.363,158.939,159.517,160.097,160.678,161.262,161.848,162.437,163.028,163.622,164.219,164.818,165.421,166.026,166.635,167.248,167.864,168.485,169.109,169.738,170.372,171.01,171.654,
8.62996,9.2707,9.90643,10.5374,11.1638,11.7859,12.4038,13.0179,13.6282,14.2351,14.8386,15.4391,16.0365,16.631,17.2229,17.8121,18.3989,18.9833,19.5655,20.1454,20.7234,21.2993,21.8734,22.4456,23.016,23.5848,24.152,24.7177,25.2818,25.8445,26.4059,26.9659,27.5246,28.0821,28.6385,29.1937,29.7478,30.3008,30.8528,31.4039,31.9539,32.5031,33.0514,33.5988,34.1454,34.6913,35.2363,35.7806,36.3242,36.8671,37.4093,37.9509,38.4919,39.0323,39.572,40.1112,40.6499,41.1881,41.7257,42.2629,42.7995,43.3357,43.8715,44.4069,44.9418,45.4763,46.0105,46.5442,47.0776,47.6107,48.1434,48.6758,49.2079,49.7397,50.2711,50.8023,51.3333,51.8639,52.3943,52.9245,53.4544,53.9841,54.5135,55.0428,55.5718,56.1006,56.6293,57.1577,57.686,58.2141,58.7421,59.2698,59.7974,60.3249,60.8522,61.3794,61.9065,62.4334,62.9602,63.4868,64.0134,64.5399,65.0662,65.5924,66.1186,66.6446,67.1706,67.6964,68.2222,68.7479,69.2735,69.7991,70.3245,70.8499,71.3753,71.9005,72.4258,72.9509,73.476,74.0011,74.5261,75.051,75.5759,76.1008,76.6256,77.1504,77.6751,78.1998,78.7245,79.2492,79.7738,80.2984,80.8229,81.3474,81.872,82.3964,82.9209,83.4454,83.9698,84.4942,85.0186,85.543,86.0674,86.5918,87.1161,87.6405,88.1648,88.6892,89.2135,89.7378,90.2622,90.7865,91.3108,91.8352,92.3595,92.8839,93.4082,93.9326,94.457,94.9814,95.5058,96.0302,96.5546,97.0791,97.6036,98.128,98.6525,99.1771,99.7016,100.226,100.751,101.275,101.8,102.325,102.85,103.374,103.899,104.424,104.949,105.474,105.999,106.524,107.049,107.574,108.099,108.625,109.15,109.675,110.201,110.726,111.252,111.778,112.304,112.829,113.355,113.881,114.408,114.934,115.46,115.987,116.513,117.04,117.567,118.094,118.621,119.148,119.675,120.203,120.73,121.258,121.786,122.314,122.842,123.371,123.899,124.428,124.957,125.486,126.016,126.546,127.076,127.606,128.136,128.667,129.198,129.729,130.26,130.792,131.324,131.857,132.389,132.922,133.456,133.99,134.524,135.058,135.593,136.128,136.664,137.2,137.737,138.274,138.812,139.35,139.889,140.428,140.968,141.508,142.049,142.591,143.133,143.676,144.219,144.764,145.309,145.855,146.401,146.949,147.497,148.046,148.596,149.147,149.699,150.252,150.806,151.362,151.918,152.475,153.034,153.594,154.155,154.718,155.282,155.848,156.415,156.984,157.554,158.127,158.701,159.277,159.855,160.435,161.017,161.601,162.188,162.777,163.369,163.964,164.561,165.161,165.765,166.372,166.982,167.596,168.214,168.836,169.463,170.094,170.729,171.37,
8.9074,9.54544,10.1785,10.8069,11.4309,12.0505,12.6661,13.2779,13.8861,14.4909,15.0923,15.6907,16.2862,16.8788,17.4687,18.0561,18.6411,19.2237,19.8041,20.3823,20.9585,21.5328,22.1052,22.6757,23.2445,23.8117,24.3773,24.9413,25.5038,26.065,26.6247,27.1832,27.7403,28.2963,28.8511,29.4047,29.9572,30.5087,31.0592,31.6087,32.1572,32.7048,33.2516,33.7974,34.3425,34.8868,35.4302,35.973,36.515,37.0564,37.597,38.137,38.6764,39.2152,39.7534,40.291,40.8281,41.3646,41.9006,42.4362,42.9712,43.5058,44.0399,44.5736,45.1069,45.6398,46.1723,46.7044,47.2361,47.7675,48.2985,48.8292,49.3596,49.8896,50.4194,50.9488,51.478,52.0069,52.5356,53.064,53.5921,54.12,54.6477,55.1752,55.7024,56.2294,56.7563,57.2829,57.8093,58.3356,58.8617,59.3876,59.9134,60.439,60.9644,61.4897,62.0149,62.5399,63.0648,63.5896,64.1142,64.6387,65.1631,65.6875,66.2116,66.7357,67.2597,67.7836,68.3075,68.8312,69.3548,69.8784,70.4019,70.9253,71.4486,71.9719,72.4951,73.0182,73.5413,74.0643,74.5873,75.1102,75.6331,76.1559,76.6787,77.2014,77.7241,78.2468,78.7694,79.292,79.8145,80.337,80.8595,81.382,81.9044,82.4268,82.9492,83.4715,83.9939,84.5162,85.0385,85.5608,86.0831,86.6054,87.1277,87.6499,88.1722,88.6944,89.2166,89.7389,90.2611,90.7834,91.3056,91.8278,92.3501,92.8723,93.3946,93.9169,94.4392,94.9615,95.4838,96.0061,96.5284,97.0508,97.5732,98.0956,98.618,99.1405,99.663,100.185,100.708,101.231,101.753,102.276,102.799,103.321,103.844,104.367,104.89,105.413,105.936,106.459,106.982,107.505,108.028,108.551,109.075,109.598,110.122,110.645,111.169,111.693,112.216,112.74,113.264,113.788,114.313,114.837,115.361,115.886,116.41,116.935,117.46,117.985,118.51,119.036,119.561,120.087,120.612,121.138,121.664,122.191,122.717,123.244,123.771,124.298,124.825,125.352,125.88,126.408,126.936,127.464,127.993,128.522,129.051,129.581,130.11,130.64,131.171,131.702,132.233,132.764,133.296,133.828,134.36,134.893,135.426,135.96,136.494,137.029,137.564,138.099,138.635,139.172,139.709,140.247,140.785,141.324,141.863,142.403,142.944,143.485,144.027,144.57,145.113,145.657,146.203,146.748,147.295,147.843,148.391,148.941,149.491,150.043,150.595,151.149,151.704,152.26,152.817,153.375,153.935,154.496,155.059,155.623,156.188,156.755,157.324,157.895,158.467,159.041,159.618,160.196,160.776,161.359,161.944,162.531,163.121,163.714,164.309,164.908,165.509,166.114,166.722,167.334,167.949,168.569,169.193,169.821,170.455,171.093,
9.17886,9.81426,10.4448,11.0707,11.6922,12.3095,12.9229,13.5325,14.1385,14.7412,15.3407,15.9371,16.5306,17.1213,17.7094,18.295,18.8782,19.4591,20.0377,20.6143,21.1888,21.7614,22.3321,22.901,23.4682,24.0338,24.5977,25.1602,25.7212,26.2807,26.8389,27.3958,27.9515,28.5059,29.0591,29.6112,30.1622,30.7122,31.2611,31.8091,32.3561,32.9022,33.4474,33.9918,34.5353,35.078,35.62,36.1612,36.7017,37.2415,37.7806,38.3191,38.8569,39.3941,39.9307,40.4668,41.0023,41.5373,42.0717,42.6056,43.1391,43.6721,44.2046,44.7367,45.2684,45.7996,46.3305,46.8609,47.391,47.9207,48.4501,48.9791,49.5078,50.0362,50.5643,51.092,51.6195,52.1467,52.6736,53.2003,53.7267,54.2529,54.7788,55.3045,55.83,56.3553,56.8803,57.4052,57.9298,58.4543,58.9786,59.5027,60.0266,60.5504,61.074,61.5975,62.1208,62.644,63.167,63.6899,64.2127,64.7353,65.2578,65.7803,66.3026,66.8248,67.3468,67.8688,68.3907,68.9125,69.4342,69.9559,70.4774,70.9989,71.5202,72.0416,72.5628,73.084,73.6051,74.1261,74.6471,75.168,75.6889,76.2097,76.7305,77.2513,77.7719,78.2926,78.8132,79.3337,79.8543,80.3748,80.8952,81.4157,81.9361,82.4564,82.9768,83.4971,84.0174,84.5377,85.058,85.5782,86.0985,86.6187,87.1389,87.6591,88.1793,88.6995,89.2197,89.7399,90.2601,90.7803,91.3005,91.8207,92.3409,92.8611,93.3813,93.9015,94.4218,94.942,95.4623,95.9826,96.5029,97.0232,97.5436,98.0639,98.5843,99.1048,99.6252,100.146,100.666,101.187,101.707,102.228,102.749,103.269,103.79,104.311,104.832,105.353,105.874,106.395,106.916,107.437,107.958,108.48,109.001,109.523,110.044,110.566,111.087,111.609,112.131,112.653,113.175,113.697,114.22,114.742,115.265,115.787,116.31,116.833,117.356,117.879,118.403,118.926,119.45,119.973,120.497,121.021,121.546,122.07,122.595,123.12,123.645,124.17,124.695,125.221,125.747,126.273,126.8,127.326,127.853,128.38,128.908,129.436,129.964,130.492,131.021,131.55,132.079,132.609,133.139,133.67,134.2,134.732,135.263,135.795,136.328,136.861,137.394,137.928,138.463,138.998,139.533,140.069,140.606,141.143,141.681,142.219,142.759,143.298,143.839,144.38,144.922,145.465,146.008,146.553,147.098,147.644,148.191,148.739,149.288,149.838,150.389,150.941,151.494,152.049,152.604,153.161,153.719,154.279,154.84,155.402,155.966,156.532,157.099,157.668,158.239,158.811,159.386,159.962,160.541,161.122,161.705,162.291,162.879,163.469,164.063,164.659,165.259,165.861,166.468,167.077,167.69,168.308,168.929,169.555,170.186,170.821,
9.44443,10.0773,10.7053,11.3288,11.9479,12.563,13.1741,13.7816,14.3856,14.9862,15.5837,16.1782,16.7699,17.3588,17.9451,18.5289,19.1103,19.6894,20.2664,20.8413,21.4141,21.9851,22.5542,23.1215,23.6871,24.2511,24.8135,25.3744,25.9339,26.4919,27.0486,27.604,28.1581,28.711,29.2627,29.8133,30.3629,30.9113,31.4588,32.0052,32.5507,33.0953,33.6391,34.1819,34.7239,35.2652,35.8056,36.3453,36.8843,37.4226,37.9602,38.4971,39.0334,39.5691,40.1042,40.6387,41.1727,41.7061,42.239,42.7714,43.3033,43.8347,44.3657,44.8962,45.4262,45.9559,46.4851,47.014,47.5424,48.0705,48.5983,49.1257,49.6527,50.1795,50.7059,51.232,51.7578,52.2833,52.8086,53.3336,53.8583,54.3827,54.907,55.4309,55.9547,56.4782,57.0015,57.5246,58.0475,58.5703,59.0928,59.6151,60.1373,60.6593,61.1811,61.7028,62.2243,62.7456,63.2668,63.7879,64.3089,64.8297,65.3503,65.8709,66.3914,66.9117,67.4319,67.952,68.472,68.9919,69.5118,70.0315,70.5511,71.0707,71.5902,72.1096,72.6289,73.1481,73.6673,74.1864,74.7055,75.2245,75.7434,76.2623,76.7811,77.2999,77.8186,78.3373,78.8559,79.3745,79.8931,80.4116,80.9301,81.4485,81.967,82.4854,83.0037,83.5221,84.0404,84.5587,85.077,85.5952,86.1135,86.6317,87.1499,87.6681,88.1863,88.7045,89.2227,89.7409,90.2591,90.7773,91.2955,91.8137,92.3319,92.8501,93.3683,93.8865,94.4048,94.923,95.4413,95.9596,96.4779,96.9963,97.5146,98.033,98.5515,99.0699,99.5884,100.107,100.625,101.144,101.663,102.181,102.7,103.219,103.738,104.257,104.776,105.294,105.814,106.333,106.852,107.371,107.89,108.41,108.929,109.449,109.968,110.488,111.008,111.528,112.048,112.568,113.088,113.609,114.129,114.65,115.17,115.691,116.212,116.733,117.254,117.776,118.297,118.819,119.341,119.863,120.385,120.907,121.43,121.952,122.475,122.998,123.522,124.045,124.569,125.093,125.617,126.142,126.666,127.191,127.717,128.242,128.768,129.294,129.821,130.347,130.874,131.402,131.929,132.458,132.986,133.515,134.044,134.574,135.104,135.634,136.165,136.697,137.229,137.761,138.294,138.827,139.361,139.896,140.431,140.967,141.503,142.04,142.577,143.116,143.655,144.194,144.735,145.276,145.818,146.361,146.905,147.449,147.995,148.541,149.089,149.637,150.187,150.737,151.289,151.842,152.396,152.951,153.508,154.066,154.626,155.186,155.749,156.313,156.878,157.446,158.015,158.586,159.159,159.734,160.311,160.89,161.471,162.055,162.641,163.23,163.822,164.416,165.014,165.614,166.218,166.826,167.437,168.052,168.671,169.295,169.923,170.556,
9.70423,10.3346,10.9602,11.5813,12.1982,12.811,13.42,14.0254,14.6274,15.226,15.8216,16.4142,17.004,17.5911,18.1757,18.7577,19.3375,19.9149,20.4902,21.0635,21.6347,22.2041,22.7716,23.3374,23.9014,24.4639,25.0248,25.5841,26.1421,26.6986,27.2538,27.8077,28.3603,28.9117,29.462,30.0111,30.5592,31.1061,31.6521,32.1971,32.7412,33.2843,33.8266,34.3679,34.9085,35.4483,35.9872,36.5255,37.063,37.5998,38.1359,38.6713,39.2061,39.7403,40.2739,40.8069,41.3394,41.8712,42.4026,42.9335,43.4638,43.9937,44.5231,45.0521,45.5806,46.1087,46.6363,47.1636,47.6905,48.217,48.7432,49.2689,49.7944,50.3195,50.8443,51.3688,51.893,52.4168,52.9404,53.4638,53.9868,54.5096,55.0322,55.5545,56.0765,56.5984,57.12,57.6414,58.1626,58.6835,59.2043,59.7249,60.2454,60.7656,61.2857,61.8056,62.3253,62.8449,63.3643,63.8836,64.4028,64.9218,65.4407,65.9594,66.4781,66.9966,67.515,68.0333,68.5514,69.0695,69.5875,70.1054,70.6232,71.1409,71.6585,72.176,72.6934,73.2108,73.7281,74.2453,74.7625,75.2796,75.7966,76.3136,76.8305,77.3474,77.8642,78.381,78.8977,79.4144,79.931,80.4476,80.9641,81.4807,81.9971,82.5136,83.03,83.5464,84.0628,84.5792,85.0955,85.6118,86.1281,86.6444,87.1606,87.6769,88.1932,88.7094,89.2256,89.7419,90.2581,90.7744,91.2906,91.8068,92.3231,92.8393,93.3556,93.8719,94.3882,94.9045,95.4208,95.9372,96.4536,96.97,97.4864,98.0029,98.5193,99.0359,99.5524,100.069,100.586,101.102,101.619,102.136,102.653,103.169,103.686,104.203,104.72,105.237,105.755,106.272,106.789,107.307,107.824,108.342,108.859,109.377,109.895,110.413,110.93,111.449,111.967,112.485,113.003,113.522,114.041,114.559,115.078,115.597,116.116,116.636,117.155,117.675,118.194,118.714,119.234,119.755,120.275,120.796,121.316,121.837,122.359,122.88,123.402,123.923,124.446,124.968,125.49,126.013,126.536,127.06,127.583,128.107,128.631,129.156,129.68,130.206,130.731,131.257,131.783,132.309,132.836,133.364,133.891,134.419,134.948,135.477,136.006,136.536,137.067,137.597,138.129,138.661,139.193,139.726,140.26,140.794,141.329,141.864,142.4,142.937,143.475,144.013,144.552,145.092,145.632,146.173,146.716,147.259,147.803,148.348,148.894,149.441,149.989,150.538,151.088,151.64,152.192,152.746,153.301,153.858,154.416,154.975,155.536,156.099,156.663,157.228,157.796,158.365,158.937,159.51,160.085,160.663,161.242,161.824,162.409,162.996,163.586,164.178,164.774,165.373,165.975,166.58,167.189,167.802,168.419,169.04,169.665,170.296,
9.95835,10.5862,11.2095,11.8283,12.443,13.0537,13.6606,14.2639,14.8639,15.4607,16.0544,16.6452,17.2332,17.8186,18.4014,18.9817,19.5598,20.1356,20.7093,21.2809,21.8506,22.4184,22.9844,23.5486,24.1111,24.6721,25.2315,25.7894,26.3458,26.9009,27.4546,28.007,28.5582,29.1081,29.6569,30.2046,30.7512,31.2968,31.8413,32.3849,32.9275,33.4692,34.01,34.5499,35.089,35.6273,36.1649,36.7016,37.2377,37.773,38.3077,38.8417,39.375,39.9077,40.4398,40.9714,41.5023,42.0327,42.5626,43.0919,43.6208,44.1492,44.6771,45.2045,45.7315,46.258,46.7842,47.3099,47.8352,48.3602,48.8848,49.409,49.9329,50.4564,50.9796,51.5025,52.0251,52.5473,53.0693,53.591,54.1124,54.6336,55.1545,55.6752,56.1956,56.7157,57.2357,57.7554,58.2749,58.7942,59.3133,59.8322,60.351,60.8695,61.3878,61.906,62.424,62.9419,63.4596,63.9771,64.4945,65.0118,65.5289,66.0459,66.5628,67.0795,67.5961,68.1126,68.629,69.1453,69.6614,70.1775,70.6935,71.2094,71.7251,72.2408,72.7565,73.272,73.7875,74.3028,74.8182,75.3334,75.8486,76.3637,76.8788,77.3938,77.9087,78.4236,78.9384,79.4532,79.968,80.4827,80.9974,81.512,82.0266,82.5412,83.0557,83.5702,84.0847,84.5991,85.1136,85.628,86.1424,86.6568,87.1711,87.6855,88.1998,88.7142,89.2285,89.7428,90.2572,90.7715,91.2858,91.8002,92.3145,92.8289,93.3432,93.8576,94.372,94.8864,95.4009,95.9153,96.4298,96.9443,97.4588,97.9734,98.488,99.0026,99.5173,100.032,100.547,101.062,101.576,102.091,102.606,103.121,103.636,104.151,104.667,105.182,105.697,106.213,106.728,107.244,107.759,108.275,108.791,109.307,109.822,110.339,110.855,111.371,111.887,112.404,112.921,113.437,113.954,114.471,114.988,115.505,116.023,116.54,117.058,117.576,118.094,118.612,119.131,119.649,120.168,120.687,121.206,121.725,122.245,122.764,123.284,123.804,124.325,124.845,125.366,125.888,126.409,126.931,127.453,127.975,128.498,129.02,129.544,130.067,130.591,131.115,131.64,132.165,132.69,133.216,133.742,134.269,134.796,135.323,135.851,136.379,136.908,137.437,137.967,138.498,139.029,139.56,140.092,140.625,141.158,141.692,142.227,142.762,143.298,143.835,144.373,144.911,145.45,145.99,146.531,147.073,147.615,148.159,148.703,149.249,149.795,150.343,150.892,151.442,151.993,152.545,153.099,153.654,154.211,154.769,155.328,155.889,156.451,157.016,157.582,158.149,158.719,159.291,159.864,160.44,161.018,161.599,162.181,162.767,163.355,163.946,164.539,165.136,165.736,166.339,166.946,167.557,168.172,168.791,169.414,170.042,
10.2069,10.8324,11.4534,12.07,12.6825,13.2911,13.896,14.4974,15.0954,15.6903,16.2822,16.8712,17.4575,18.0411,18.6222,19.2009,19.7774,20.3516,20.9237,21.4937,22.0619,22.6281,23.1926,23.7553,24.3164,24.8758,25.4337,25.9902,26.5451,27.0988,27.651,28.202,28.7518,29.3003,29.8477,30.394,30.9391,31.4833,32.0264,32.5685,33.1097,33.65,34.1894,34.7279,35.2656,35.8025,36.3386,36.874,37.4086,37.9425,38.4757,39.0082,39.5401,40.0714,40.6021,41.1322,41.6617,42.1906,42.719,43.2469,43.7743,44.3011,44.8275,45.3535,45.879,46.404,46.9287,47.4529,47.9767,48.5001,49.0232,49.5458,50.0682,50.5901,51.1118,51.6331,52.1541,52.6748,53.1952,53.7153,54.2352,54.7547,55.274,55.7931,56.3119,56.8304,57.3487,57.8668,58.3847,58.9024,59.4198,59.937,60.4541,60.971,61.4876,62.0041,62.5205,63.0366,63.5526,64.0684,64.5841,65.0997,65.6151,66.1303,66.6455,67.1604,67.6753,68.1901,68.7047,69.2192,69.7336,70.2479,70.7621,71.2762,71.7902,72.3042,72.818,73.3317,73.8454,74.359,74.8725,75.3859,75.8993,76.4126,76.9258,77.439,77.9521,78.4652,78.9782,79.4912,80.0041,80.517,81.0298,81.5426,82.0554,82.5681,83.0808,83.5934,84.106,84.6186,85.1312,85.6438,86.1563,86.6688,87.1814,87.6939,88.2063,88.7188,89.2313,89.7438,90.2562,90.7687,91.2812,91.7937,92.3061,92.8186,93.3312,93.8437,94.3562,94.8688,95.3814,95.894,96.4066,96.9192,97.4319,97.9446,98.4574,98.9702,99.483,99.9959,100.509,101.022,101.535,102.048,102.561,103.074,103.587,104.101,104.614,105.128,105.641,106.155,106.668,107.182,107.696,108.21,108.724,109.238,109.752,110.266,110.781,111.295,111.81,112.325,112.84,113.355,113.87,114.385,114.9,115.416,115.932,116.447,116.963,117.48,117.996,118.512,119.029,119.546,120.063,120.58,121.098,121.615,122.133,122.651,123.17,123.688,124.207,124.726,125.245,125.765,126.285,126.805,127.325,127.846,128.367,128.888,129.41,129.932,130.454,130.977,131.5,132.023,132.547,133.071,133.596,134.121,134.647,135.172,135.699,136.226,136.753,137.281,137.809,138.338,138.868,139.398,139.929,140.46,140.992,141.524,142.058,142.591,143.126,143.661,144.198,144.734,145.272,145.811,146.35,146.89,147.431,147.974,148.517,149.061,149.606,150.152,150.7,151.248,151.798,152.349,152.901,153.455,154.01,154.566,155.124,155.684,156.245,156.807,157.372,157.938,158.506,159.076,159.648,160.223,160.799,161.378,161.959,162.543,163.129,163.718,164.31,164.905,165.503,166.104,166.709,167.318,167.93,168.547,169.168,169.793,
